Text,Label
"Question: Do mitochondria play a role in remodelling lace plant leaves during programmed cell death? Answer: Results depicted mitochondrial dynamics in vivo as PCD progresses within the lace plant, and highlight the correlation of this organelle with other organelles during developmental PCD. To the best of our knowledge, this is the first report of mitochondria and chloroplasts moving on transvacuolar strands to form a ring structure surrounding the nucleus during developmental PCD. Also, for the first time, we have shown the feasibility for the use of CsA in a whole plant system. Overall, our findings implicate the mitochondria as playing a critical and early role in developmentally regulated PCD in the lace plant.",0
"Question: Landolt C and snellen e acuity: differences in strabismus amblyopia? Answer: Using the charts described, there was only a slight overestimation of visual acuity by the Snellen E compared to the Landolt C, even in strabismus amblyopia. Small differences in the lower visual acuity range have to be considered.",0
"Question: Syncope during bathing in infants, a pediatric form of water-induced urticaria? Answer: ""Aquagenic maladies"" could be a pediatric form of the aquagenic urticaria.",0
"Question: Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through? Answer: Our long-term study showed significantly better (2-fold) results regarding the continence score for the abdominal approach compared with the transanal pull-through. The stool pattern and enterocolitis scores were somewhat better for the TERPT group. These findings raise an important issue about the current surgical management of HD; however, more cases will need to be studied before a definitive conclusion can be drawn.",0
"Question: Can tailored interventions increase mammography use among HMO women? Answer: The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",0
"Question: Double balloon enteroscopy: is it efficacious and safe in a community setting? Answer: DBE appears to be equally safe and effective when performed in the community setting as compared to a tertiary referral center with a comparable yield, efficacy, and complication rate.",0
"Question: 30-Day and 1-year mortality in emergency general surgery laparotomies: an area of concern and need for improvement? Answer: Emergency laparotomy carries a high rate of mortality, especially in those over the age of 70 years, and more needs to be done to improve outcomes, particularly in this group. This could involve increasing acute surgical care manpower, early recognition of patients requiring emergency surgery, development of clear management protocols for such patients or perhaps even considering centralisation of emergency surgical services to specialist centres with multidisciplinary teams involving emergency surgeons and care of the elderly physicians in hospital and related community outreach services for post-discharge care.",0
"Question: Is adjustment for reporting heterogeneity necessary in sleep disorders? Answer: Sleep disorders are common in the general adult population of Japan. Correction for reporting heterogeneity using anchoring vignettes is not a necessary tool for proper management of sleep and energy related problems among Japanese adults. Older age, gender differences in communicating sleep-related problems, the presence of multiple morbidities, and regular exercise should be the focus of policies and clinical practice to improve sleep and energy management in Japan.",0
Question: Do mutations causing low HDL-C promote increased carotid intima-media thickness? Answer: Genetic variants identified in the present study may be insufficient to promote early carotid atherosclerosis.,0
"Prompt: All apprentice mages are required to visit the five high temples located around the world before graduating. The temples rarely stay at one spot for long, however. Story: Jeffrey ran across the mountain's crest. His calculations had been right the Temple of Wind was right there floating idly at the end of the steep mountain slope tethered to it with large chains. Jeffrey quickened his pace, though he most likely had enough time to walk he didn't want to leave anything to chance. Clutching his pocket watch and staff in one hand and gripping the strap of his alchemist bag in the other he rushed with billowing robes. Suddenly a great creaking sound that shook the mountain to it's core echoed through the mountain range. *Bugger* Jeffrey thought and tried to push his sprint harder than ever. He could see how the chains tethering the temple were starting to come off the cliffside and dragged back into their giant harpoons. Just as the temple started turning from the mountainside Jeffrey leapt aboard the steps. An old piercing voice called from up high ""Apprentice, find something to hold on to."" Jeffrey quickly rummaged through his bag and fished out his enchanted climbing gloves and gripped a statue of a griffon has tightly as he could. A great wind started to envelop the temple, Jeffrey's feet started to ease off the ground from the violent draft. The temple started to slowly spin around and around, faster and faster until the world around it was a blur. Just as suddenly as it had begun it stopped and Jeffrey was presented with an entirely different view. That of a cliffs over a stormy coast. He loosened his grip and fell exhausted onto the floor. He sat there for what felt like hours taking in what had just happened, but the voice from before interrupted him. ""C'mon boy, don't lay about like a lazy ox. Come up here and we will begin.""",0
